Topology,Traffic,InjectionRate,Throughput,PacketsInjected,PacketsReceived,AvgTotalLatency,AvgHops
Sparse3D_Pillars_Z4,tornado,0.150,0.074999,240036,239998,9.5006,2.2503
Cluster3D_Hub_Z1,uniform_random,0.300,0.149820,479559,479425,16.2630,4.5621
Sparse3D_Pillars_Z2,transpose,0.450,0.132334,423872,423469,4614.1496,3.3193
Cluster3D_Hub_Z1,transpose,0.150,0.074994,240036,239980,14.2055,4.4182
Cluster3D_Hub_Z1,uniform_random,0.100,0.049866,159604,159571,13.9244,4.3508
Sparse3D_Pillars_Z4,uniform_random,0.150,0.011736,38065,37554,14212.2704,4.6973
Cluster3D_Hub_Z1,uniform_random,0.150,0.074805,239439,239376,14.1796,4.4098
Cluster3D_Hub_Z1,tornado,0.050,0.025051,80176,80162,9.5023,2.2512
Sparse3D_Pillars_Z4,tornado,0.500,0.249872,799716,799589,9.4992,2.2496
Cluster3D_Hub_Z1,tornado,0.100,0.049967,159922,159893,9.5017,2.2508
Cluster3D_Hub_Z1,uniform_random,0.400,0.032113,103331,102763,9816.1334,5.2523
Cluster3D_Hub_Z1,transpose,0.200,0.099947,319915,319830,14.8749,4.5437
Cluster3D_Hub_Z1,uniform_random,0.350,0.034368,110555,109977,8385.9369,5.1876
Cluster3D_Hub_Z1,tornado,0.300,0.150016,480137,480051,9.4998,2.2499
Cluster3D_Hub_Z1,tornado,0.150,0.074999,240036,239998,9.5006,2.2503
Cluster3D_Hub_Z2,uniform_random,0.050,0.024998,80011,79993,14.9877,4.3311
Sparse3D_Pillars_Z4,uniform_random,0.500,0.012306,39935,39380,21555.9997,4.6412
Cluster3D_Hub_Z1,tornado,0.250,0.125035,400184,400111,9.5007,2.2503
Cluster3D_Hub_Z1,tornado,0.200,0.099956,319915,319860,9.5012,2.2506
Cluster3D_Hub_Z2,uniform_random,0.100,0.049865,159604,159569,15.3551,4.4357
Cluster3D_Hub_Z1,transpose,0.250,0.124415,398316,398129,101.6774,4.5589
Cluster3D_Hub_Z2,uniform_random,0.150,0.074803,239439,239369,15.9559,4.5467
Cluster3D_Hub_Z1,uniform_random,0.500,0.028228,90942,90329,9947.4647,5.2737
Cluster3D_Hub_Z1,transpose,0.400,0.158833,508684,508265,3574.9456,4.1247
Cluster3D_Hub_Z1,tornado,0.500,0.249872,799716,799589,9.4992,2.2496
Cluster3D_Hub_Z1,tornado,0.400,0.199849,639625,639517,9.4995,2.2497
Cluster3D_Hub_Z1,transpose,0.300,0.138343,443065,442697,1242.0061,4.3686
Cluster3D_Hub_Z1,transpose,0.450,0.168705,540282,539856,4205.0207,4.0141
Cluster3D_Hub_Z2,uniform_random,0.200,0.099799,319463,319356,17.5960,4.5793
Cluster3D_Hub_Z2,transpose,0.150,0.074989,240036,239966,16.9328,4.5758
Cluster3D_Hub_Z2,transpose,0.050,0.025049,80176,80158,14.9599,4.3018
Cluster3D_Hub_Z1,transpose,0.350,0.148546,475732,475346,2699.7847,4.2462
Sparse3D_Pillars_Z4,transpose,0.400,0.096439,309035,308606,6141.8201,3.0056
Cluster3D_Hub_Z1,tornado,0.350,0.174983,560045,559944,9.4992,2.2496
Cluster3D_Hub_Z1,tornado,0.450,0.224824,719555,719436,9.4993,2.2496
Cluster3D_Hub_Z2,tornado,0.100,0.049967,159922,159893,9.5017,2.2508
Cluster3D_Hub_Z1,uniform_random,0.450,0.031631,101783,101220,11773.7807,5.1657
Cluster3D_Hub_Z2,uniform_random,0.250,0.027261,87787,87234,8361.5057,5.1279
Cluster3D_Hub_Z2,transpose,0.100,0.049962,159922,159879,15.4408,4.4312
Cluster3D_Hub_Z2,uniform_random,0.350,0.021308,68788,68184,10446.5834,5.3076
Cluster3D_Hub_Z2,tornado,0.200,0.099956,319915,319860,9.5012,2.2506
Cluster3D_Hub_Z2,transpose,0.300,0.114365,366374,365967,3963.7373,4.0796
Cluster3D_Hub_Z2,transpose,0.250,0.104150,333660,333281,2899.8316,4.2414
Cluster3D_Hub_Z2,tornado,0.300,0.150016,480137,480051,9.4998,2.2499
Cluster3D_Hub_Z2,tornado,0.150,0.074999,240036,239998,9.5006,2.2503
Cluster3D_Hub_Z4,uniform_random,0.100,0.049860,159604,159553,19.3681,4.5906
Cluster3D_Hub_Z2,uniform_random,0.450,0.021350,68934,68320,11277.6381,5.2211
Cluster3D_Hub_Z2,tornado,0.250,0.125035,400184,400111,9.5007,2.2503
Cluster3D_Hub_Z2,tornado,0.050,0.025051,80176,80162,9.5023,2.2512
Cluster3D_Hub_Z4,transpose,0.050,0.025049,80176,80156,17.8515,4.3965
Cluster3D_Hub_Z2,uniform_random,0.300,0.024599,79292,78718,9895.8397,5.1459
Cluster3D_Hub_Z4,uniform_random,0.050,0.024997,80011,79992,17.7256,4.4039
Cluster3D_Hub_Z2,uniform_random,0.500,0.021211,68476,67875,13587.0800,5.2216
Cluster3D_Hub_Z2,transpose,0.200,0.094673,303197,302953,851.3030,4.4499
Cluster3D_Hub_Z4,transpose,0.100,0.049946,159922,159828,25.9886,4.5821
Cluster3D_Hub_Z2,tornado,0.400,0.199849,639625,639517,9.4995,2.2497
Cluster3D_Hub_Z2,tornado,0.450,0.224824,719555,719436,9.4993,2.2496
Cluster3D_Hub_Z4,uniform_random,0.150,0.023174,74728,74157,4140.5472,4.9366
Cluster3D_Hub_Z4,tornado,0.100,0.049967,159922,159893,9.5017,2.2508
Cluster3D_Hub_Z2,transpose,0.350,0.124151,397706,397284,4565.7530,3.9339
Cluster3D_Hub_Z2,tornado,0.500,0.249872,799716,799589,9.4992,2.2496
Cluster3D_Hub_Z2,uniform_random,0.400,0.020217,65328,64693,9954.5828,5.3347
Cluster3D_Hub_Z2,transpose,0.500,0.147521,472548,472066,5527.1934,3.6274
Cluster3D_Hub_Z4,tornado,0.250,0.125035,400184,400111,9.5007,2.2503
Cluster3D_Hub_Z2,transpose,0.400,0.134088,429521,429081,4827.6934,3.8418
Cluster3D_Hub_Z2,tornado,0.350,0.174983,560045,559944,9.4992,2.2496
Cluster3D_Hub_Z4,uniform_random,0.250,0.013495,43810,43185,9614.4450,5.2371
Cluster3D_Hub_Z4,tornado,0.050,0.025051,80176,80162,9.5023,2.2512
Cluster3D_Hub_Z4,uniform_random,0.400,0.013968,45270,44698,15548.4674,5.2006
Cluster3D_Hub_Z4,tornado,0.150,0.074999,240036,239998,9.5006,2.2503
Hier3D_Chiplet_Z1,uniform_random,0.050,0.024998,80011,79994,13.5031,4.1845
Cluster3D_Hub_Z4,transpose,0.250,0.082430,264217,263777,4917.6051,3.8164
Cluster3D_Hub_Z4,tornado,0.200,0.099956,319915,319860,9.5012,2.2506
Cluster3D_Hub_Z4,tornado,0.300,0.150016,480137,480051,9.4998,2.2499
Cluster3D_Hub_Z4,tornado,0.350,0.174983,560045,559944,9.4992,2.2496
Cluster3D_Hub_Z1,transpose,0.500,0.177450,568274,567839,4724.7700,3.9270
Cluster3D_Hub_Z4,transpose,0.350,0.096131,308099,307620,6003.1472,3.5078
Cluster3D_Hub_Z4,uniform_random,0.300,0.014547,47098,46550,15263.7986,5.1563
Cluster3D_Hub_Z4,uniform_random,0.450,0.014928,48418,47771,17677.9958,5.1293
Cluster3D_Hub_Z4,uniform_random,0.500,0.012889,41802,41245,16039.1766,5.2974
Cluster3D_Hub_Z4,transpose,0.150,0.062702,201008,200645,2830.8266,4.2451
Cluster3D_Hub_Z2,transpose,0.450,0.142220,455567,455105,5185.0539,3.7468
Hier3D_Chiplet_Z1,uniform_random,0.250,0.124860,399653,399553,14.4823,4.2395
Cluster3D_Hub_Z4,uniform_random,0.200,0.014756,47751,47218,10920.4012,5.2675
Hier3D_Chiplet_Z1,uniform_random,0.100,0.049865,159604,159569,13.6589,4.1942
Hier3D_Chiplet_Z1,transpose,0.100,0.049964,159922,159884,13.2662,4.0149
Hier3D_Chiplet_Z1,uniform_random,0.300,0.149820,479559,479425,15.3938,4.2613
Cluster3D_Hub_Z4,uniform_random,0.350,0.014213,46052,45482,14435.6692,5.2551
Cluster3D_Hub_Z4,transpose,0.450,0.106830,342362,341855,6668.4391,3.2672
Cluster3D_Hub_Z4,transpose,0.200,0.072756,233211,232818,4351.9226,3.9860
Cluster3D_Hub_Z4,transpose,0.300,0.089681,287443,286978,5438.7972,3.6482
Hier3D_Chiplet_Z1,transpose,0.150,0.074995,240036,239983,13.4933,4.0483
Hier3D_Chiplet_Z1,transpose,0.050,0.025050,80176,80159,13.1192,4.0014
Hier3D_Chiplet_Z1,tornado,0.100,0.049967,159922,159893,10.0592,2.5018
Cluster3D_Hub_Z4,tornado,0.450,0.224824,719555,719436,9.4993,2.2496
Hier3D_Chiplet_Z1,transpose,0.200,0.099948,319915,319835,13.8769,4.0918
Hier3D_Chiplet_Z1,uniform_random,0.150,0.074807,239439,239382,13.8352,4.2036
Hier3D_Chiplet_Z1,transpose,0.250,0.125023,400184,400075,14.8354,4.1309
Cluster3D_Hub_Z4,transpose,0.400,0.101456,325158,324659,6279.6106,3.3750
Hier3D_Chiplet_Z1,uniform_random,0.200,0.099803,319463,319368,14.0921,4.2232
Cluster3D_Hub_Z4,transpose,0.500,0.111896,358581,358068,7063.7448,3.1679
Cluster3D_Hub_Z4,tornado,0.500,0.249872,799716,799589,9.4992,2.2496
Hier3D_Chiplet_Z1,tornado,0.050,0.025051,80176,80163,10.0235,2.4990
Cluster3D_Hub_Z4,tornado,0.400,0.199849,639625,639517,9.4995,2.2497
Hier3D_Chiplet_Z1,tornado,0.200,0.099955,319915,319855,10.1349,2.5097
Hier3D_Chiplet_Z1,tornado,0.250,0.125032,400184,400104,10.1902,2.5211
Hier3D_Chiplet_Z2,uniform_random,0.050,0.024998,80011,79993,14.7185,4.1848
Hier3D_Chiplet_Z1,tornado,0.150,0.074999,240036,239996,10.0950,2.5048
Hier3D_Chiplet_Z2,transpose,0.050,0.025050,80176,80159,14.3803,4.0015
Hier3D_Chiplet_Z1,tornado,0.350,0.174980,560045,559936,10.3233,2.5515
Hier3D_Chiplet_Z1,transpose,0.300,0.146631,469422,469219,428.1285,4.0673
Hier3D_Chiplet_Z1,transpose,0.400,0.165073,528584,528234,2166.0687,3.8369
Hier3D_Chiplet_Z1,uniform_random,0.350,0.163294,522838,522542,894.9463,4.2420
Hier3D_Chiplet_Z2,uniform_random,0.100,0.049865,159604,159568,14.8949,4.1953
Hier3D_Chiplet_Z1,tornado,0.400,0.199846,639625,639508,10.4210,2.5749
Hier3D_Chiplet_Z2,uniform_random,0.150,0.074804,239439,239373,15.1712,4.2041
Hier3D_Chiplet_Z2,transpose,0.100,0.049963,159922,159881,14.5769,4.0159
Hier3D_Chiplet_Z2,tornado,0.050,0.025051,80176,80163,10.0235,2.4990
Hier3D_Chiplet_Z1,transpose,0.350,0.156667,501636,501333,1407.8884,3.9486
Hier3D_Chiplet_Z2,transpose,0.200,0.099940,319915,319809,18.8967,4.1061
Hier3D_Chiplet_Z1,uniform_random,0.400,0.153989,493214,492764,3799.3573,4.1949
Hier3D_Chiplet_Z1,transpose,0.450,0.173532,555684,555303,2728.8002,3.7408
Hier3D_Chiplet_Z2,transpose,0.250,0.114551,366821,366564,1105.1082,3.9674
Hier3D_Chiplet_Z1,tornado,0.300,0.150014,480137,480044,10.2485,2.5339
Hier3D_Chiplet_Z2,uniform_random,0.300,0.114420,366559,366143,3673.3171,4.1685
